note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 0.5499999999999999, 0.0, 0.0, 0.0, 0.1, 0.15, 0.0, 0.15, 0.3, 0.0, 0.0, 0.4]]","[[0.0, 0.0, 0.0, 0.5499999999999999, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.105, 0.0, 0.0, 0.0, 0.0]]",[0.4575757575757575],1.65,0.4575757575757575,0.7549999999999999,1.0,0.94375,0.7721590909090909,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,3
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.3]]","[[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.5925925925925926],1.3499999999999999,0.5925925925925926,0.7999999999999999,0.5,1.0,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,3
"G2,E3",M6,"[[0.0, 0.0, 0.0, 0.0, 0.1, 0.15, 0.0, 0.0, 0.0, 0.5499999999999999, 0.1, 0.0, 0.0, 0.15, 0.0]]",,,1.0499999999999998,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,F3",m7,"[[0.0, 0.0, 0.0, 0.0, 0.15, 0.1, 0.0, 0.0, 0.0, 0.1, 0.5499999999999999, 0.0, 0.0, 0.15, 0.0]]",,,1.0499999999999998,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,F#3",M7,"[[0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.5499999999999999, 0.0, 0.0, 0.0, 0.15]]",,,1.0499999999999998,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G3",8v,"[[0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.5499999999999999, 0.0, 0.0, 0.15]]",,,1.0499999999999998,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.3]]",,,1.3499999999999999,,,0.5,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,D3",P5,"[[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.5499999999999999, 0.0, 0.0, 0.1, 0.15, 0.0, 0.3]]",,,1.3499999999999999,,,0.5,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,D#3",m6,"[[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.15, 0.0, 0.5499999999999999, 0.0, 0.1, 0.0, 0.15, 0.0, 0.3]]",,,1.3499999999999999,,,0.5,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,A2",M2,"[[0.0, 0.0, 0.0, 0.0, 0.5499999999999999, 0.0, 0.1, 0.0, 0.0, 0.15, 0.15, 0.0, 0.3, 0.1, 0.0]]",,,1.35,,,0.5000000000000003,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,A#2",m3,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.5499999999999999, 0.1, 0.0, 0.0, 0.15, 0.15, 0.0, 0.3, 0.1, 0.0]]",,,1.35,,,0.5000000000000003,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,B2",M3,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.5499999999999999, 0.0, 0.15, 0.0, 0.15, 0.0, 0.1, 0.3, 0.0]]",,,1.35,,,0.5000000000000003,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,C3",P4,"[[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.5499999999999999, 0.0, 0.15, 0.0, 0.0, 0.15, 0.1, 0.3, 0.0]]",,,1.35,,,0.5000000000000003,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G2",U,"[[0.5499999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.44999999999999996, 0.0, 0.0, 0.4]]",,,1.65,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 0.5499999999999999, 0.0, 0.0, 0.0, 0.1, 0.15, 0.0, 0.15, 0.3, 0.0, 0.0, 0.4]]",,,1.65,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G3",8v,"[[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 1]]","[[0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.0],7.0,0.0,0.0,0.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,D3",P5,"[[1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 0, 1]]","[[0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.0],8.0,0.0,0.0,0.5,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,G2",U,"[[3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2]]","[[0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.0],9.0,0.0,0.0,1.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,C3",P4,"[[0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0]]","[[0, 0.0, 0.0, 0, 1, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.125],8.0,0.125,1.0,0.5,0.2,0.2,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,B2",M3,"[[0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 0, 1, 1, 0]]","[[0, 0.0, 0.0, 0, 0, 0.7, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]",[0.175],8.0,0.175,1.4,0.5,0.27999999999999997,0.27999999999999997,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,D#3",m6,"[[0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 0, 1, 0, 1]]","[[0, 0.0, 0.0, 1, 0, 0.0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]",[0.2125],8.0,0.2125,1.7,0.5,0.33999999999999997,0.33999999999999997,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,E3",M6,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0]]","[[0, 0.0, 0.0, 0, 1, 0.7, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]",[0.34285714285714286],7.0,0.34285714285714286,2.4,0.0,0.48,0.5485714285714286,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,A#2",m3,"[[0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 1, 0, 1, 1, 0]]","[[0, 0.0, 0.0, 0, 0, 2.0999999999999996, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]",[0.35],8.0,0.35,2.8,0.5,0.5599999999999999,0.5599999999999999,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,F#3",M7,"[[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 1]]","[[0, 0.0, 0.0, 1, 0, 0.0, 0, 0, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.4428571428571428],7.0,0.4428571428571428,3.0999999999999996,0.0,0.6199999999999999,0.7085714285714284,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,A2",M2,"[[0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]]","[[0, 0.0, 0.0, 0, 3, 0.0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0]]",[0.4625],8.0,0.4625,3.7,0.5,0.74,0.74,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,F3",m7,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 0]]","[[0, 0.0, 0.0, 0, 1, 0.7, 0, 0, 0, 0, 2.0999999999999996, 0, 0, 0, 0]]",[0.5428571428571428],7.0,0.5428571428571428,3.8,0.0,0.76,0.8685714285714285,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,G#2",m2,"[[0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2]]","[[0, 0.0, 0.0, 3, 0, 0.0, 0, 1, 0, 0, 0.7, 0, 0, 0, 0]]",[0.5222222222222223],9.0,0.5222222222222223,4.7,1.0,0.9400000000000001,0.8355555555555556,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,C#3",TT,"[[0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 1]]","[[0, 0.0, 0.0, 1, 0, 0.0, 0, 4, 0, 0, 0.0, 0, 0, 0, 0]]",[0.625],8.0,0.625,5.0,0.5,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,3
"G2,E3",M6,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0]]",,,7.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,F3",m7,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 0]]",,,7.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,F#3",M7,"[[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 1]]",,,7.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G3",8v,"[[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 1]]",,,7.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,A2",M2,"[[0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,A#2",m3,"[[0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 1, 0, 1, 1, 0]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,B2",M3,"[[0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 0, 1, 1, 0]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,C3",P4,"[[0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,C#3",TT,"[[0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 1]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,D3",P5,"[[1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 0, 1]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,D#3",m6,"[[0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 0, 1, 0, 1]]",,,8.0,,,0.5,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G2",U,"[[3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2]]",,,9.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G#2",m2,"[[0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2]]",,,9.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,3
"G2,G2",U,"[[0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,G3",8v,"[[0, 0]]",,,0.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,C3",P4,"[[0, 1]]",,,1.0,,,0.2,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,D3",P5,"[[0, 1]]",,,1.0,,,0.2,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,B2",M3,"[[1, 1]]",,,2.0,,,0.4,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,C#3",TT,"[[2, 0]]",,,2.0,,,0.4,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,D#3",m6,"[[1, 1]]",,,2.0,,,0.4,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,F#3",M7,"[[2, 0]]",,,2.0,,,0.4,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,E3",M6,"[[0, 3]]",,,3.0,,,0.6,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,F3",m7,"[[0, 3]]",,,3.0,,,0.6,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,G#2",m2,"[[4, 0]]",,,4.0,,,0.8,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,A2",M2,"[[0, 5]]",,,5.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,A#2",m3,"[[0, 5]]",,,5.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,4
"G2,G3",8v,"[[0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.23333333333333334, 0.0, 0.0, 0.9333333333333333, 0.0, 0.13333333333333333, 0.2]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.0],1.9333333333333333,0.0,0.0,0.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,G2",U,"[[0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23333333333333334, 0.0, 0.33333333333333337, 0.0, 0.0, 0.9, 0.0, 0.0, 0.5333333333333333]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.0],2.833333333333333,0.0,0.0,1.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,D3",P5,"[[0.13333333333333333, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.8333333333333334, 0.0, 0.0, 0.26666666666666666, 0.2, 0.1, 0.6000000000000001]]","[[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[0.03947368421052632],2.533333333333333,0.03947368421052632,0.1,0.6666666666666667,0.06849315068493152,0.06849315068493153,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,C3",P4,"[[0.1, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.8333333333333334, 0.0, 0.30000000000000004, 0.0, 0.13333333333333333, 0.2, 0.13333333333333333, 0.6000000000000001, 0.1]]","[[0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0]]",[0.0894736842105263],2.5333333333333337,0.0894736842105263,0.22666666666666666,0.6666666666666673,0.1552511415525114,0.1552511415525114,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,D#3",m6,"[[0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.1, 0.30000000000000004, 0.0, 0.8333333333333334, 0.0, 0.13333333333333333, 0.13333333333333333, 0.2, 0.1, 0.6000000000000001]]","[[0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.06999999999999999, 0.0, 0.0, 0.0, 0.0, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0]]",[0.11710526315789473],2.533333333333333,0.11710526315789473,0.29666666666666663,0.6666666666666667,0.20319634703196346,0.2031963470319635,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,B2",M3,"[[0.0, 0.0, 0.0, 0.1, 0.0, 0.13333333333333333, 0.8333333333333334, 0.0, 0.30000000000000004, 0.13333333333333333, 0.2, 0.0, 0.13333333333333333, 0.6000000000000001, 0.1]]","[[0.0, 0.0, 0.0, 0.1, 0.0, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0, 0.13999999999999999, 0.0, 0.0, 0.0, 0.0]]",[0.13157894736842102],2.5333333333333337,0.13157894736842102,0.3333333333333333,0.6666666666666673,0.228310502283105,0.228310502283105,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,E3",M6,"[[0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.30000000000000004, 0.1, 0.0, 0.0, 0.8333333333333334, 0.13333333333333333, 0.0, 0.23333333333333334, 0.2, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0]]",[0.22586206896551725],1.9333333333333333,0.22586206896551725,0.4366666666666667,0.0,0.2990867579908676,0.391906786332861,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,A#2",m3,"[[0.0, 0.0, 0.0, 0.0, 0.1, 0.8333333333333334, 0.13333333333333333, 0.0, 0.13333333333333333, 0.30000000000000004, 0.2, 0.0, 0.6000000000000001, 0.13333333333333333, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.1, 0.5833333333333334, 0.0, 0.0, 0.0, 0.0, 0.13999999999999999, 0.0, 0.0, 0.0, 0.0]]",[0.3383561643835617],2.433333333333333,0.3383561643835617,0.8233333333333334,0.5555555555555555,0.5639269406392694,0.5871020203915683,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,F3",m7,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.13333333333333333, 0.1, 0.0, 0.0, 0.13333333333333333, 0.8333333333333334, 0.0, 0.23333333333333334, 0.2, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.0, 0.0, 0.0, 0.0]]",[0.5051724137931035],1.9333333333333333,0.5051724137931035,0.9766666666666668,0.0,0.6689497716894979,0.8765548732483076,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,F#3",M7,"[[0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.13333333333333333, 0.1, 0.13333333333333333, 0.0, 0.8333333333333334, 0.1, 0.0, 0.13333333333333333, 0.2]]","[[0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.5833333333333334, 0.0, 0.0, 0.0, 0.0]]",[0.5086206896551725],1.9333333333333333,0.5086206896551725,0.9833333333333334,0.0,0.6735159817351599,0.8825381829633131,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,A2",M2,"[[0.0, 0.0, 0.0, 0.0, 0.8333333333333334, 0.1, 0.13333333333333333, 0.0, 0.13333333333333333, 0.2, 0.30000000000000004, 0.0, 0.6000000000000001, 0.13333333333333333, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.8333333333333334, 0.06999999999999999, 0.0, 0.0, 0.0, 0.0, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0]]",[0.4575342465753425],2.433333333333333,0.4575342465753425,1.1133333333333333,0.5555555555555555,0.7625570776255708,0.7938950397197725,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.1, 0.26666666666666666, 0.2, 0.0, 0.30000000000000004, 0.6000000000000001, 0.0, 0.0, 0.5333333333333333]]","[[0.0, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.26666666666666666, 0.0, 0.0, 0.21000000000000002, 0.0, 0.0, 0.0, 0.0]]",[0.46235294117647063],2.833333333333333,0.46235294117647063,1.31,1.0,0.8972602739726028,0.8022562449637392,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.23333333333333334, 0.0, 0.0, 0.0, 1.1333333333333333, 0.0, 0.0, 0.13333333333333333, 0.33333333333333337, 0.0, 0.0, 0.7000000000000001]]","[[0.0, 0.0, 0.0, 0.23333333333333334, 0.0, 0.0, 0.0, 1.1333333333333333, 0.0, 0.0, 0.09333333333333332, 0.0, 0.0, 0.0, 0.0]]",[0.5763157894736841],2.5333333333333337,0.5763157894736841,1.46,0.6666666666666673,1.0,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,4
"G2,E3",M6,"[[0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.30000000000000004, 0.1, 0.0, 0.0, 0.8333333333333334, 0.13333333333333333, 0.0, 0.23333333333333334, 0.2, 0.0]]",,,1.9333333333333333,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,F3",m7,"[[0.0, 0.0, 0.0, 0.0, 0.30000000000000004, 0.13333333333333333, 0.1, 0.0, 0.0, 0.13333333333333333, 0.8333333333333334, 0.0, 0.23333333333333334, 0.2, 0.0]]",,,1.9333333333333333,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,F#3",M7,"[[0.0, 0.0, 0.0, 0.30000000000000004, 0.0, 0.0, 0.13333333333333333, 0.1, 0.13333333333333333, 0.0, 0.8333333333333334, 0.1, 0.0, 0.13333333333333333, 0.2]]",,,1.9333333333333333,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,G3",8v,"[[0.30000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.23333333333333334, 0.0, 0.0, 0.9333333333333333, 0.0, 0.13333333333333333, 0.2]]",,,1.9333333333333333,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,A2",M2,"[[0.0, 0.0, 0.0, 0.0, 0.8333333333333334, 0.1, 0.13333333333333333, 0.0, 0.13333333333333333, 0.2, 0.30000000000000004, 0.0, 0.6000000000000001, 0.13333333333333333, 0.0]]",,,2.433333333333333,,,0.5555555555555555,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,A#2",m3,"[[0.0, 0.0, 0.0, 0.0, 0.1, 0.8333333333333334, 0.13333333333333333, 0.0, 0.13333333333333333, 0.30000000000000004, 0.2, 0.0, 0.6000000000000001, 0.13333333333333333, 0.0]]",,,2.433333333333333,,,0.5555555555555555,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,D3",P5,"[[0.13333333333333333, 0.0, 0.0, 0.0, 0.1, 0.0, 0.30000000000000004, 0.0, 0.8333333333333334, 0.0, 0.0, 0.26666666666666666, 0.2, 0.1, 0.6000000000000001]]",,,2.533333333333333,,,0.6666666666666667,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,D#3",m6,"[[0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.1, 0.30000000000000004, 0.0, 0.8333333333333334, 0.0, 0.13333333333333333, 0.13333333333333333, 0.2, 0.1, 0.6000000000000001]]",,,2.533333333333333,,,0.6666666666666667,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,B2",M3,"[[0.0, 0.0, 0.0, 0.1, 0.0, 0.13333333333333333, 0.8333333333333334, 0.0, 0.30000000000000004, 0.13333333333333333, 0.2, 0.0, 0.13333333333333333, 0.6000000000000001, 0.1]]",,,2.5333333333333337,,,0.6666666666666673,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,C3",P4,"[[0.1, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.8333333333333334, 0.0, 0.30000000000000004, 0.0, 0.13333333333333333, 0.2, 0.13333333333333333, 0.6000000000000001, 0.1]]",,,2.5333333333333337,,,0.6666666666666673,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,C#3",TT,"[[0.0, 0.0, 0.0, 0.23333333333333334, 0.0, 0.0, 0.0, 1.1333333333333333, 0.0, 0.0, 0.13333333333333333, 0.33333333333333337, 0.0, 0.0, 0.7000000000000001]]",,,2.5333333333333337,,,0.6666666666666673,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,G2",U,"[[0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23333333333333334, 0.0, 0.33333333333333337, 0.0, 0.0, 0.9, 0.0, 0.0, 0.5333333333333333]]",,,2.833333333333333,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,G#2",m2,"[[0.0, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.1, 0.26666666666666666, 0.2, 0.0, 0.30000000000000004, 0.6000000000000001, 0.0, 0.0, 0.5333333333333333]]",,,2.833333333333333,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,4
"G2,G3",8v,"[[2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 5, 0, 1, 1]]","[[0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.0],12.0,0.0,0.0,0.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,4
"G2,G2",U,"[[4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 4, 0, 0, 2]]","[[0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.0],14.0,0.0,0.0,1.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,4
"G2,D3",P5,"[[1, 0, 0, 0, 1, 0, 2, 0, 4, 0, 0, 2, 1, 1, 2]]","[[0, 0.0, 0.0, 0, 1, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]]",[0.07142857142857142],14.0,0.07142857142857142,1.0,1.0,0.1149425287356322,0.1149425287356322,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,4
